   0.0000000000000000e+00	  -5.0000000000000000e+01	   6.4837667414916942e-04	
   5.0000000000000000e+01	  -5.0000000000000000e+01	   7.3917170688808393e-04	
   1.0000000000000000e+02	  -5.0000000000000000e+01	   8.4335458182641532e-04	
   1.5000000000000000e+02	  -5.0000000000000000e+01	   9.6202201350330892e-04	
   2.0000000000000000e+02	  -5.0000000000000000e+01	   1.0957671635530570e-03	
   2.5000000000000000e+02	  -5.0000000000000000e+01	   1.2443511822899970e-03	
   3.0000000000000000e+02	  -5.0000000000000000e+01	   1.4063437814463738e-03	
   3.5000000000000000e+02	  -5.0000000000000000e+01	   1.5788211011897174e-03	
   4.0000000000000000e+02	  -5.0000000000000000e+01	   1.7572481631615803e-03	
   4.5000000000000000e+02	  -5.0000000000000000e+01	   1.9356650278374932e-03	
   5.0000000000000000e+02	  -5.0000000000000000e+01	   2.1072097168183782e-03	
   5.5000000000000000e+02	  -5.0000000000000000e+01	   2.2648687392347088e-03	
   6.0000000000000000e+02	  -5.0000000000000000e+01	   2.4022333448894778e-03	
   6.5000000000000000e+02	  -5.0000000000000000e+01	   2.5140418635354635e-03	
   7.0000000000000000e+02	  -5.0000000000000000e+01	   2.5964057672569715e-03	
   7.5000000000000000e+02	  -5.0000000000000000e+01	   2.6467639327162197e-03	
   8.0000000000000000e+02	  -5.0000000000000000e+01	   2.6636995964625476e-03	
   8.5000000000000000e+02	  -5.0000000000000000e+01	   2.6467639327162197e-03	
   9.0000000000000000e+02	  -5.0000000000000000e+01	   2.5964057672569710e-03	
   9.5000000000000000e+02	  -5.0000000000000000e+01	   2.5140418635354635e-03	
   1.0000000000000000e+03	  -5.0000000000000000e+01	   2.4022333448894778e-03	
   1.0500000000000000e+03	  -5.0000000000000000e+01	   2.2648687392347083e-03	
   1.1000000000000000e+03	  -5.0000000000000000e+01	   2.1072097168183782e-03	
   1.1500000000000000e+03	  -5.0000000000000000e+01	   1.9356650278374930e-03	
   1.2000000000000000e+03	  -5.0000000000000000e+01	   1.7572481631615798e-03	
   1.2500000000000000e+03	  -5.0000000000000000e+01	   1.5788211011897174e-03	
   1.3000000000000000e+03	  -5.0000000000000000e+01	   1.4063437814463742e-03	
   1.3500000000000000e+03	  -5.0000000000000000e+01	   1.2443511822899970e-03	
   1.4000000000000000e+03	  -5.0000000000000000e+01	   1.0957671635530566e-03	
   1.4500000000000000e+03	  -5.0000000000000000e+01	   9.6202201350330903e-04	
   1.5000000000000000e+03	  -5.0000000000000000e+01	   8.4335458182641554e-04	
   1.5500000000000000e+03	  -5.0000000000000000e+01	   7.3917170688808436e-04	
   1.6000000000000000e+03	  -5.0000000000000000e+01	   6.4837667414916985e-04	
   1.6500000000000000e+03	  -5.0000000000000000e+01	   5.6962586097379512e-04	
   1.7000000000000000e+03	  -5.0000000000000000e+01	   5.0150719749270209e-04	
   1.7500000000000000e+03	  -5.0000000000000000e+01	   4.4265183399226665e-04	
   1.8000000000000000e+03	  -5.0000000000000000e+01	   3.9179597446629960e-04	
   1.8500000000000000e+03	  -5.0000000000000000e+01	   3.4780890651210482e-04	
   1.9000000000000000e+03	  -5.0000000000000000e+01	   3.0969988079769778e-04	
   1.9500000000000000e+03	  -5.0000000000000000e+01	   2.7661283673620265e-04	
   2.0000000000000000e+03	  -5.0000000000000000e+01	   2.4781491624858363e-04	
