   0.0000000000000000e+00	  -5.0000000000000000e+01	   9.1391723733443540e-04	
   5.0000000000000000e+01	  -5.0000000000000000e+01	   1.0869392792967809e-03	
   1.0000000000000000e+02	  -5.0000000000000000e+01	   1.2880969409369482e-03	
   1.5000000000000000e+02	  -5.0000000000000000e+01	   1.5127763589531766e-03	
   2.0000000000000000e+02	  -5.0000000000000000e+01	   1.7488109867677508e-03	
   2.5000000000000000e+02	  -5.0000000000000000e+01	   1.9755484529483812e-03	
   3.0000000000000000e+02	  -5.0000000000000000e+01	   2.1667442527279648e-03	
   3.5000000000000000e+02	  -5.0000000000000000e+01	   2.2975302718701365e-03	
   4.0000000000000000e+02	  -5.0000000000000000e+01	   2.3524283101495403e-03	
   4.5000000000000000e+02	  -5.0000000000000000e+01	   2.3300559807121154e-03	
   5.0000000000000000e+02	  -5.0000000000000000e+01	   2.2420943574312144e-03	
   5.5000000000000000e+02	  -5.0000000000000000e+01	   2.1075946143610845e-03	
   6.0000000000000000e+02	  -5.0000000000000000e+01	   1.9463502075360906e-03	
   6.5000000000000000e+02	  -5.0000000000000000e+01	   1.7746788554080205e-03	
   7.0000000000000000e+02	  -5.0000000000000000e+01	   1.6042630887234011e-03	
   7.5000000000000000e+02	  -5.0000000000000000e+01	   1.4427793307758548e-03	
   8.0000000000000000e+02	  -5.0000000000000000e+01	   1.2950098220552491e-03	
   8.5000000000000000e+02	  -5.0000000000000000e+01	   1.1638262535671213e-03	
   9.0000000000000000e+02	  -5.0000000000000000e+01	   1.0509194054018137e-03	
   9.5000000000000000e+02	  -5.0000000000000000e+01	   9.5732228912166306e-04	
   1.0000000000000000e+03	  -5.0000000000000000e+01	   8.8379492689362232e-04	
   1.0500000000000000e+03	  -5.0000000000000000e+01	   8.3111236608760127e-04	
   1.1000000000000000e+03	  -5.0000000000000000e+01	   8.0025875846293903e-04	
   1.1500000000000000e+03	  -5.0000000000000000e+01	   7.9248141617860085e-04	
   1.2000000000000000e+03	  -5.0000000000000000e+01	   8.0909237611453630e-04	
   1.2500000000000000e+03	  -5.0000000000000000e+01	   8.5082667686934904e-04	
   1.3000000000000000e+03	  -5.0000000000000000e+01	   9.1653733618736119e-04	
   1.3500000000000000e+03	  -5.0000000000000000e+01	   1.0012030105461204e-03	
   1.4000000000000000e+03	  -5.0000000000000000e+01	   1.0938924584837819e-03	
   1.4500000000000000e+03	  -5.0000000000000000e+01	   1.1773540216732075e-03	
   1.5000000000000000e+03	  -5.0000000000000000e+01	   1.2311315773444022e-03	
   1.5500000000000000e+03	  -5.0000000000000000e+01	   1.2381276160804533e-03	
   1.6000000000000000e+03	  -5.0000000000000000e+01	   1.1913963926931423e-03	
   1.6500000000000000e+03	  -5.0000000000000000e+01	   1.0970075463095361e-03	
   1.7000000000000000e+03	  -5.0000000000000000e+01	   9.7116182177307646e-04	
   1.7500000000000000e+03	  -5.0000000000000000e+01	   8.3337809854421583e-04	
   1.8000000000000000e+03	  -5.0000000000000000e+01	   6.9991239383146811e-04	
   1.8500000000000000e+03	  -5.0000000000000000e+01	   5.8062740091665177e-04	
   1.9000000000000000e+03	  -5.0000000000000000e+01	   4.7939406820332082e-04	
   1.9500000000000000e+03	  -5.0000000000000000e+01	   3.9612673570121914e-04	
   2.0000000000000000e+03	  -5.0000000000000000e+01	   3.2878746742589956e-04	
